"","Order","Family","Genus_Species_Accepted","Genus_Accepted","PMkr2.LCVP.moldat.PvAb.Ap24","NEW_Fruit_fleshy_or_dry_rev_checked_Anna","Fruit_color","ID","Binary_Color"
"1060","Arecales","Arecaceae","Brassiophoenix_schumannii","Brassiophoenix",1,"fleshy","yellow; orange",20228,"conspicuous "
"1062","Arecales","Arecaceae","Burretiokentia_hapala","Burretiokentia",1,"fleshy","purple; blue",21714,"non-conspicuous"
"1063","Arecales","Arecaceae","Burretiokentia_vieillardii","Burretiokentia",1,"fleshy","purple",21716,"non-conspicuous"
"1070","Arecales","Arecaceae","Butia_capitata","Butia",1,"fleshy","brown; yellow",21823,"uncertain "
"1074","Arecales","Arecaceae","Butia_eriospatha","Butia",1,"fleshy","yellow",21826,"conspicuous "
"1077","Arecales","Arecaceae","Butia_yatay","Butia",1,"fleshy","yellow",21843,"conspicuous "
"1078","Arecales","Arecaceae","Calamus_acamptostachys","Calamus",1,"fleshy","brown",44175,"non-conspicuous"
"1080","Arecales","Arecaceae","Calamus_aruensis","Calamus",1,"fleshy","cream; white",22493,"non-conspicuous"
"1084","Arecales","Arecaceae","Calamus_australis","Calamus",1,"fleshy","cream; brown",22498,"non-conspicuous"
"1087","Arecales","Arecaceae","Calamus_caesius","Calamus",1,"fleshy","white",22525,"non-conspicuous"
"1090","Arecales","Arecaceae","Calamus_caryotoides","Calamus",1,"fleshy","cream; brown",22527,"non-conspicuous"
"1091","Arecales","Arecaceae","Calamus_castaneus","Calamus",1,"fleshy","brown",22528,"non-conspicuous"
"1092","Arecales","Arecaceae","Calamus_compsostachys","Calamus",1,"fleshy","yellow",22534,"conspicuous "
"1093","Arecales","Arecaceae","Calamus_concolor","Calamus",1,"fleshy","brown",29681,"non-conspicuous"
"1094","Arecales","Arecaceae","Calamus_conirostris","Calamus",1,"fleshy","black",22538,"non-conspicuous"
"1095","Arecales","Arecaceae","Calamus_delessertianus","Calamus",1,"fleshy","yellow",22550,"conspicuous "
"1096","Arecales","Arecaceae","Calamus_didymophyllus","Calamus",1,"fleshy","brown",44197,"non-conspicuous"
"1097","Arecales","Arecaceae","Calamus_dumetosus","Calamus",1,"fleshy","brown",127843,"non-conspicuous"
"1098","Arecales","Arecaceae","Calamus_erectus","Calamus",1,"fleshy","brown",22572,"non-conspicuous"
"1099","Arecales","Arecaceae","Calamus_fissus","Calamus",1,"fleshy","brown",44202,"non-conspicuous"
"1100","Arecales","Arecaceae","Calamus_gracilis","Calamus",1,"fleshy","orange",22597,"conspicuous "
"1101","Arecales","Arecaceae","Calamus_guruba","Calamus",1,"fleshy","yellow; brown",22602,"uncertain "
"1102","Arecales","Arecaceae","Calamus_henryanus","Calamus",1,"fleshy","brown; straw-coloured",22607,"non-conspicuous"
"1104","Arecales","Arecaceae","Calamus_hookerianus","Calamus",1,"fleshy","brown",22613,"non-conspicuous"
"1106","Arecales","Arecaceae","Calamus_jenkinsianus","Calamus",1,"fleshy","brown",44213,"non-conspicuous"
"1108","Arecales","Arecaceae","Calamus_lakshmanae","Calamus",1,"fleshy","yellow",22636,"conspicuous "
"1110","Arecales","Arecaceae","Calamus_metzianus","Calamus",1,"fleshy","yellow",22675,"conspicuous "
"1113","Arecales","Arecaceae","Calamus_moti","Calamus",1,"fleshy","cream; yellow",22689,"non-conspicuous"
"1115","Arecales","Arecaceae","Calamus_nambariensis","Calamus",1,"fleshy","brown",22700,"non-conspicuous"
"1116","Arecales","Arecaceae","Calamus_nanodendron","Calamus",1,"fleshy","straw-coloured",22702,"non-conspicuous"
"1117","Arecales","Arecaceae","Calamus_ornatus","Calamus",1,"fleshy","black; brown",22712,"non-conspicuous"
"1118","Arecales","Arecaceae","Calamus_pseudoconcolor","Calamus",1,"fleshy","brown",29685,"non-conspicuous"
"1120","Arecales","Arecaceae","Calamus_radicalis","Calamus",1,"fleshy","cream; brown",22760,"non-conspicuous"
"1123","Arecales","Arecaceae","Calamus_rhabdocladus","Calamus",1,"fleshy","red; yellow",22767,"conspicuous "
"1124","Arecales","Arecaceae","Calamus_salicifolius","Calamus",1,"fleshy","brown",22780,"non-conspicuous"
"1125","Arecales","Arecaceae","Calamus_subangulatus","Calamus",1,"fleshy","brown",29686,"non-conspicuous"
"1126","Arecales","Arecaceae","Calamus_tetradactylus","Calamus",1,"fleshy","yellow",22826,"conspicuous "
"1127","Arecales","Arecaceae","Calamus_thysanolepis","Calamus",1,"fleshy","brown",22828,"non-conspicuous"
"1128","Arecales","Arecaceae","Calamus_unifarius","Calamus",1,"fleshy","white",22837,"non-conspicuous"
"1129","Arecales","Arecaceae","Calamus_ursinus","Calamus",1,"fleshy","brown",117776,"non-conspicuous"
"1130","Arecales","Arecaceae","Calamus_viminalis","Calamus",1,"fleshy","yellow",22842,"conspicuous "
"1132","Arecales","Arecaceae","Calamus_warburgii","Calamus",1,"fleshy","white; cream",22852,"conspicuous "
"1133","Arecales","Arecaceae","Calyptrocalyx_albertisianus","Calyptrocalyx",1,"fleshy","red",24023,"conspicuous "
"1134","Arecales","Arecaceae","Calyptrocalyx_awa","Calyptrocalyx",1,"fleshy","orange",24026,"conspicuous "
"1135","Arecales","Arecaceae","Calyptrocalyx_elegans","Calyptrocalyx",1,"fleshy","red",24029,"conspicuous "
"1136","Arecales","Arecaceae","Calyptrocalyx_forbesii","Calyptrocalyx",1,"fleshy","orange; red",24031,"conspicuous "
"1137","Arecales","Arecaceae","Calyptrocalyx_hollrungii","Calyptrocalyx",1,"fleshy","orange; red",24033,"conspicuous "
"1138","Arecales","Arecaceae","Calyptrocalyx_lauterbachianus","Calyptrocalyx",1,"fleshy","red",24035,"conspicuous "
"1139","Arecales","Arecaceae","Calyptrocalyx_multifidus","Calyptrocalyx",1,"fleshy","red",24041,"conspicuous "
"1140","Arecales","Arecaceae","Calyptrocalyx_polyphyllus","Calyptrocalyx",1,"fleshy","red",24044,"conspicuous "
"1141","Arecales","Arecaceae","Calyptrocalyx_sessiliflorus","Calyptrocalyx",1,"fleshy","red",24046,"conspicuous "
"1142","Arecales","Arecaceae","Calyptrocalyx_yamutumene","Calyptrocalyx",1,"fleshy","red",24048,"conspicuous "
"1144","Arecales","Arecaceae","Calyptrogyne_allenii","Calyptrogyne",1,"fleshy","black",24053,"non-conspicuous"
"1145","Arecales","Arecaceae","Calyptrogyne_anomala","Calyptrogyne",1,"fleshy","black",24054,"non-conspicuous"
"1147","Arecales","Arecaceae","Calyptrogyne_costatifrons","Calyptrogyne",1,"fleshy","black",24058,"non-conspicuous"
"1149","Arecales","Arecaceae","Calyptrogyne_ghiesbreghtiana","Calyptrogyne",1,"fleshy","black",24061,"non-conspicuous"
"1151","Arecales","Arecaceae","Calyptrogyne_osensis","Calyptrogyne",1,"fleshy","black",24065,"non-conspicuous"
"1152","Arecales","Arecaceae","Calyptrogyne_panamensis","Calyptrogyne",1,"fleshy","black",24066,"non-conspicuous"
"1153","Arecales","Arecaceae","Calyptrogyne_trichostachys","Calyptrogyne",1,"fleshy","purple; black",24069,"non-conspicuous"
"1154","Arecales","Arecaceae","Calyptrogyne_tutensis","Calyptrogyne",1,"fleshy","purple",24070,"non-conspicuous"
"1156","Arecales","Arecaceae","Calyptronoma_plumieriana","Calyptronoma",1,"fleshy","purple",24075,"non-conspicuous"
"1158","Arecales","Arecaceae","Calyptronoma_rivalis","Calyptronoma",1,"fleshy","red",24076,"conspicuous "
"1162","Arecales","Arecaceae","Carpentaria_acuminata","Carpentaria",1,"fleshy","red",26803,"conspicuous "
"1164","Arecales","Arecaceae","Carpoxylon_macrospermum","Carpoxylon",1,"fleshy","orange",26904,"conspicuous "
"1167","Arecales","Arecaceae","Caryota_maxima","Caryota",1,"fleshy","red",27074,"conspicuous "
"1169","Arecales","Arecaceae","Caryota_mitis","Caryota",1,"fleshy","black",27058,"non-conspicuous"
"1172","Arecales","Arecaceae","Caryota_mitis","Caryota",1,"fleshy","purple; black; red",27075,"conspicuous "
"1174","Arecales","Arecaceae","Caryota_monostachya","Caryota",1,"fleshy","purple",27076,"non-conspicuous"
"1175","Arecales","Arecaceae","Caryota_no","Caryota",1,"fleshy","black",27077,"non-conspicuous"
"1176","Arecales","Arecaceae","Caryota_obtusa","Caryota",1,"fleshy","red; orange",27078,"conspicuous "
"1178","Arecales","Arecaceae","Caryota_ophiopellis","Caryota",1,"fleshy","red",27079,"conspicuous "
"1179","Arecales","Arecaceae","Caryota_rumphiana","Caryota",1,"fleshy","orange;red",27065,"conspicuous "
"1181","Arecales","Arecaceae","Caryota_rumphiana","Caryota",1,"fleshy","black",27080,"non-conspicuous"
"1182","Arecales","Arecaceae","Caryota_sympetala","Caryota",1,"fleshy","purple",27081,"non-conspicuous"
"1187","Arecales","Arecaceae","Caryota_urens","Caryota",1,"fleshy","purple",27084,"non-conspicuous"
"1190","Arecales","Arecaceae","Ceroxylon_alpinum","Ceroxylon",1,"fleshy","red",29923,"conspicuous "
"1192","Arecales","Arecaceae","Ceroxylon_amazonicum","Ceroxylon",1,"fleshy","red",29924,"conspicuous "
"1195","Arecales","Arecaceae","Ceroxylon_ceriferum","Ceroxylon",1,"fleshy","orange; red",29925,"conspicuous "
"1197","Arecales","Arecaceae","Ceroxylon_echinulatum","Ceroxylon",1,"fleshy","orange; red",29926,"conspicuous "
"1199","Arecales","Arecaceae","Ceroxylon_parvifrons","Ceroxylon",1,"fleshy","orange; red",29927,"conspicuous "
"1201","Arecales","Arecaceae","Ceroxylon_parvum","Ceroxylon",1,"fleshy","orange; red",29928,"conspicuous "
"1202","Arecales","Arecaceae","Ceroxylon_peruvianum","Ceroxylon",1,"fleshy","green; red",29929,"uncertain "
"1204","Arecales","Arecaceae","Ceroxylon_pityrophyllum","Ceroxylon",1,"fleshy","orange; red",29930,"conspicuous "
"1206","Arecales","Arecaceae","Ceroxylon_quindiuense","Ceroxylon",1,"fleshy","orange; red",29931,"conspicuous "
"1208","Arecales","Arecaceae","Ceroxylon_sasaimae","Ceroxylon",1,"fleshy","orange; red",29932,"conspicuous "
"1210","Arecales","Arecaceae","Ceroxylon_ventricosum","Ceroxylon",1,"fleshy","orange; red",29933,"conspicuous "
"1212","Arecales","Arecaceae","Ceroxylon_vogelianum","Ceroxylon",1,"fleshy","red; orange; green",29934,"uncertain "
"1214","Arecales","Arecaceae","Chamaedorea_adscendens","Chamaedorea",1,"fleshy","black",30429,"non-conspicuous"
"1217","Arecales","Arecaceae","Chamaedorea_allenii","Chamaedorea",1,"fleshy","black",30430,"non-conspicuous"
"1220","Arecales","Arecaceae","Chamaedorea_alternans","Chamaedorea",1,"fleshy","black",30432,"non-conspicuous"
"1222","Arecales","Arecaceae","Chamaedorea_brachypoda","Chamaedorea",1,"fleshy","black",30442,"non-conspicuous"
"1224","Arecales","Arecaceae","Chamaedorea_cataractarum","Chamaedorea",1,"fleshy","black",30445,"non-conspicuous"
"1227","Arecales","Arecaceae","Chamaedorea_costaricana","Chamaedorea",1,"fleshy","black",30448,"non-conspicuous"
"1231","Arecales","Arecaceae","Chamaedorea_crucensis","Chamaedorea",1,"fleshy","red; black",30451,"uncertain "
"1233","Arecales","Arecaceae","Chamaedorea_dammeriana","Chamaedorea",1,"fleshy","black",30452,"non-conspicuous"
"1236","Arecales","Arecaceae","Chamaedorea_elatior","Chamaedorea",1,"fleshy","black",30457,"non-conspicuous"
"1238","Arecales","Arecaceae","Chamaedorea_elegans","Chamaedorea",1,"fleshy","black",30458,"non-conspicuous"
"1242","Arecales","Arecaceae","Chamaedorea_ernesti-augusti","Chamaedorea",1,"fleshy","black",30459,"non-conspicuous"
"1244","Arecales","Arecaceae","Chamaedorea_fragrans","Chamaedorea",1,"fleshy","black",30463,"non-conspicuous"
"1246","Arecales","Arecaceae","Chamaedorea_geonomiformis","Chamaedorea",1,"fleshy","black",30465,"non-conspicuous"
"1248","Arecales","Arecaceae","Chamaedorea_glaucifolia","Chamaedorea",1,"fleshy","black",30466,"non-conspicuous"
"1250","Arecales","Arecaceae","Chamaedorea_hooperiana","Chamaedorea",1,"fleshy","black",30471,"non-conspicuous"
"1252","Arecales","Arecaceae","Chamaedorea_klotzschiana","Chamaedorea",1,"fleshy","black",30475,"non-conspicuous"
"1254","Arecales","Arecaceae","Chamaedorea_linearis","Chamaedorea",1,"fleshy","orange; red",30478,"conspicuous "
"1256","Arecales","Arecaceae","Chamaedorea_metallica","Chamaedorea",1,"fleshy","black",30482,"non-conspicuous"
"1258","Arecales","Arecaceae","Chamaedorea_microspadix","Chamaedorea",1,"fleshy","orange; red",30484,"conspicuous "
"1260","Arecales","Arecaceae","Chamaedorea_nationsiana","Chamaedorea",1,"fleshy","black",30486,"non-conspicuous"
"1261","Arecales","Arecaceae","Chamaedorea_neurochlamys","Chamaedorea",1,"fleshy","yellow; orange; red; brown",30487,"uncertain "
"1266","Arecales","Arecaceae","Chamaedorea_oblongata","Chamaedorea",1,"fleshy","black",30491,"non-conspicuous"
"1268","Arecales","Arecaceae","Chamaedorea_pedunculata","Chamaedorea",1,"fleshy","black",30498,"non-conspicuous"
"1273","Arecales","Arecaceae","Chamaedorea_pinnatifrons","Chamaedorea",1,"fleshy","black",30499,"non-conspicuous"
"1276","Arecales","Arecaceae","Chamaedorea_plumosa","Chamaedorea",1,"fleshy","black",30503,"non-conspicuous"
"1278","Arecales","Arecaceae","Chamaedorea_pochutlensis","Chamaedorea",1,"fleshy","black",30504,"non-conspicuous"
"1280","Arecales","Arecaceae","Chamaedorea_sartorii","Chamaedorea",1,"fleshy","black",30518,"non-conspicuous"
"1282","Arecales","Arecaceae","Chamaedorea_schiedeana","Chamaedorea",1,"fleshy","black",30520,"non-conspicuous"
"1284","Arecales","Arecaceae","Chamaedorea_seifrizii","Chamaedorea",1,"fleshy","black",30522,"non-conspicuous"
"1286","Arecales","Arecaceae","Chamaedorea_stolonifera","Chamaedorea",1,"fleshy","black",30529,"non-conspicuous"
"1293","Arecales","Arecaceae","Chamaedorea_tepejilote","Chamaedorea",1,"fleshy","black",30533,"non-conspicuous"
"1298","Arecales","Arecaceae","Chamaedorea_tuerckheimii","Chamaedorea",1,"fleshy","black",30536,"non-conspicuous"
"1306","Arecales","Arecaceae","Chamaerops_humilis","Chamaerops",1,"fleshy","brown",30574,"non-conspicuous"
"1313","Arecales","Arecaceae","Chambeyronia_lepidota","Chambeyronia",1,"fleshy","red",30595,"conspicuous "
"1315","Arecales","Arecaceae","Chambeyronia_macrocarpa","Chambeyronia",1,"fleshy","red",30596,"conspicuous "
"1317","Arecales","Arecaceae","Chelyocarpus_dianeurus","Chelyocarpus",1,"fleshy","green; yellow; white",30893,"uncertain "
"1319","Arecales","Arecaceae","Chelyocarpus_repens","Chelyocarpus",1,"fleshy","green",30894,"non-conspicuous"
"1321","Arecales","Arecaceae","Chelyocarpus_ulei","Chelyocarpus",1,"fleshy","brown",30895,"non-conspicuous"
"1322","Arecales","Arecaceae","Chuniophoenix_hainanensis","Chuniophoenix",1,"fleshy","red; orange; purple",32145,"uncertain "
"1324","Arecales","Arecaceae","Chuniophoenix_nana","Chuniophoenix",1,"fleshy","red",32147,"conspicuous "
"1326","Arecales","Arecaceae","Clinosperma_bracteale","Clinosperma",1,"fleshy","green",34531,"non-conspicuous"
"1327","Arecales","Arecaceae","Clinostigma_exorrhizum","Clinostigma",1,"fleshy","red",34538,"conspicuous "
"1329","Arecales","Arecaceae","Clinostigma_savoryanum","Clinostigma",1,"fleshy","black",34545,"non-conspicuous"
"1331","Arecales","Arecaceae","Coccothrinax_argentata","Coccothrinax",1,"fleshy","purple; black",35055,"non-conspicuous"
"1334","Arecales","Arecaceae","Coccothrinax_argentea","Coccothrinax",1,"fleshy","purple; black",35056,"non-conspicuous"
"1337","Arecales","Arecaceae","Coccothrinax_barbadensis","Coccothrinax",1,"fleshy","black",35054,"non-conspicuous"
"1338","Arecales","Arecaceae","Coccothrinax_barbadensis","Coccothrinax",1,"fleshy","purple; black",35058,"non-conspicuous"
"1341","Arecales","Arecaceae","Coccothrinax_borhidiana","Coccothrinax",1,"fleshy","purple",35061,"non-conspicuous"
"1343","Arecales","Arecaceae","Coccothrinax_crinita","Coccothrinax",1,"fleshy","black",35066,"non-conspicuous"
"1345","Arecales","Arecaceae","Coccothrinax_inaguensis","Coccothrinax",1,"fleshy","purple",35077,"non-conspicuous"
"1347","Arecales","Arecaceae","Coccothrinax_miraguama","Coccothrinax",1,"fleshy","purple; black",35083,"non-conspicuous"
"1349","Arecales","Arecaceae","Coccothrinax_salvatoris","Coccothrinax",1,"fleshy","purple; black",35096,"non-conspicuous"
"1351","Arecales","Arecaceae","Coccothrinax_spissa","Coccothrinax",1,"fleshy","purple",35099,"non-conspicuous"
"1358","Arecales","Arecaceae","Cocos_nucifera","Cocos",1,"fleshy","green; brown",35195,"non-conspicuous"
"1363","Arecales","Arecaceae","Colpothrinax_cookei","Colpothrinax",1,"fleshy","brown; black",35731,"non-conspicuous"
"1365","Arecales","Arecaceae","Colpothrinax_wrightii","Colpothrinax",1,"fleshy","brown; black",35732,"non-conspicuous"
"1369","Arecales","Arecaceae","Copernicia_alba","Copernicia",1,"fleshy","black",37065,"non-conspicuous"
"1371","Arecales","Arecaceae","Copernicia_baileyana","Copernicia",1,"fleshy","black",37066,"non-conspicuous"
"1374","Arecales","Arecaceae","Copernicia_berteroana","Copernicia",1,"fleshy","black",37067,"non-conspicuous"
"1376","Arecales","Arecaceae","Copernicia_ekmanii","Copernicia",1,"fleshy","black",37073,"non-conspicuous"
"1378","Arecales","Arecaceae","Copernicia_glabrescens","Copernicia",1,"fleshy","black",37076,"non-conspicuous"
"1380","Arecales","Arecaceae","Copernicia_hospita","Copernicia",1,"fleshy","black",37077,"non-conspicuous"
"1382","Arecales","Arecaceae","Copernicia_macroglossa","Copernicia",1,"fleshy","black",37080,"non-conspicuous"
"1384","Arecales","Arecaceae","Copernicia_prunifera","Copernicia",1,"fleshy","black",37084,"non-conspicuous"
"1386","Arecales","Arecaceae","Copernicia_rigida","Copernicia",1,"fleshy","black",37085,"non-conspicuous"
"1388","Arecales","Arecaceae","Copernicia_tectorum","Copernicia",1,"fleshy","brown; black",37089,"non-conspicuous"
"1392","Arecales","Arecaceae","Corypha_repens","Corypha",1,"fleshy","blue; black",138940,"non-conspicuous"
"1394","Arecales","Arecaceae","Corypha_taliera","Corypha",1,"fleshy","brown",38608,"non-conspicuous"
"1397","Arecales","Arecaceae","Corypha_umbraculifera","Corypha",1,"fleshy","brown; green",38609,"non-conspicuous"
"1399","Arecales","Arecaceae","Corypha_utan","Corypha",1,"fleshy","brown",38610,"non-conspicuous"
"1402","Arecales","Arecaceae","Cryosophila_stauracantha","Cryosophila",1,"fleshy","white",41033,"non-conspicuous"
"1408","Arecales","Arecaceae","Cryosophila_warszewiczii","Cryosophila",1,"fleshy","white",41037,"non-conspicuous"
"1410","Arecales","Arecaceae","Cyphokentia_macrostachya","Cyphokentia",1,"fleshy","red",43563,"conspicuous "
"1412","Arecales","Arecaceae","Cyphophoenix_nucele","Cyphophoenix",1,"fleshy","red",43585,"conspicuous "
"1414","Arecales","Arecaceae","Cyphosperma_balansae","Cyphosperma",1,"fleshy","brown; red",43587,"uncertain "
"1417","Arecales","Arecaceae","Cyrtostachys_renda","Cyrtostachys",1,"fleshy","black",43950,"non-conspicuous"
"1418","Arecales","Arecaceae","Deckenia_nobilis","Deckenia",1,"fleshy","black",45248,"non-conspicuous"
"1421","Arecales","Arecaceae","Desmoncus_cirrhiferus","Desmoncus",1,"fleshy","red",45902,"conspicuous "
"1423","Arecales","Arecaceae","Desmoncus_mitis","Desmoncus",1,"fleshy","red; green",45914,"uncertain "
"1424","Arecales","Arecaceae","Desmoncus_orthacanthos","Desmoncus",1,"fleshy","red",45893,"conspicuous "
"1427","Arecales","Arecaceae","Desmoncus_orthacanthos","Desmoncus",1,"fleshy","orange; yellow; red",45919,"conspicuous "
"1432","Arecales","Arecaceae","Desmoncus_polyacanthos","Desmoncus",1,"fleshy","orange; red",45922,"conspicuous "
"1434","Arecales","Arecaceae","Dictyocaryum_lamarckianum","Dictyocaryum",1,"fleshy","yellow",46646,"conspicuous "
"1436","Arecales","Arecaceae","Dictyocaryum_ptarianum","Dictyocaryum",1,"fleshy","yellow; brown",46647,"uncertain "
"1438","Arecales","Arecaceae","Dictyosperma_album","Dictyosperma",1,"fleshy","purple; black",46662,"non-conspicuous"
"1440","Arecales","Arecaceae","Dransfieldia_micrantha","Dransfieldia",1,"fleshy","black",49979,"non-conspicuous"
